platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"Dan pemerintah yang lalai menyediakan sarana prasarana yang layak untuk guru, murid, dan masyarakat yg menggunakan jalan",2025-03-22T21:53:07.000Z,positif,perintah lalai sedia sarana prasarana layak guru murid masyarakat yg jalan
twitter,"guys nambah… keinget lg tb2… (sama dibantu diingetin sm org2 di reply, pls feel free buat tambahin lg kalo ada yang kurang)

- sertifikat ganda
- minyak goreng di oplos
- beras 5kg ga sesuai takaran
- pelantikan ASN ditunda
- guru lalai murid2 gabisa daftar snbp

(bonus news:",2025-03-20T11:12:54.000Z,netral,guys nambah keinget lg tb bantu diingetin sm org reply pls feel free tambahin lg kalo sertifikat ganda minyak goreng oplos beras kg ga sesuai takar lantik asn tunda guru lalai murid gabisa daftar snbp bonus news
twitter,guru lalai berimbas ke murid ga bisa daftar snbp,2025-03-20T08:00:12.000Z,positif,guru lalai imbas murid ga daftar snbp
twitter,Komisi X DPR RI : Soroti Ratusan Siswa Gagal SNBP Akibat Guru Lalai - TVR 120,2025-03-19T02:36:51.000Z,netral,komisi x dpr ri sorot ratus siswa gagal snbp akibat guru lalai tvr
twitter,"Kalo uda 2024 ke sini adanya tubel, gada izin belajar. 

Dahlah urus aja usul pencantuman gelar S2 nya dengan tanpa izin belajar. Bikin lembar kronologis seperti keterangan Anda di atas. Ttd ybs, atasan langsung, dan dua orang saksi. Bwat jaga jaga kalo pns ybs dianggap lalai.",2025-03-18T09:58:29.000Z,positif,kalo uda tubel gada izin ajar dah urus aja usul cantum gelar s nya izin ajar bikin lembar kronologis terang ttd ybs atas langsung orang saksi bwat jaga jaga kalo pns ybs anggap lalai
twitter,"Guru sy pernah cerita ttg hal ini (dlm fiqih imam Syafi'i)

Jd shalat qadha 5 waktu diniatkan utk mengganti shalat2 yg pernah terlalai dulu. Jumlahnya kira2 dan seyakin kita. 

Misalkan kt pernah lalai 1 tahun, berarti dikalikan saja sehari 5×. Dicicil semampunya.",2025-03-16T15:21:05.000Z,netral,guru sy cerita ttg dlm fiqih imam syafii jd shalat qadha niat utk ganti shalat yg lalai yakin kt lalai kali hari cicil
twitter,"Dulu dibilang kalau hafalan tajwid harus sempurna kalau gk dosa, hafalan harus di ikat kalau lalai masuk neraka, jalan dpn guru harus nyeret, jd imam kalau tajwidny salah dosa makmum ke imam semua jd takut klo disuruh jd imam -",2025-03-16T06:52:59.000Z,positif,bilang hafal tajwid sempurna gk dosa hafal ikat lalai masuk neraka jalan dpn guru nyeret jd imam tajwidny salah dosa makmum imam jd takut klo suruh jd imam
twitter,"Simpatika itu bukan manusia
Guru madrasah lalai atau Alfa tiga hari, honornya zonk

Sungguh nggak punya toleransi

#simpatika
#kemenag
#gurumadrasah",2025-03-15T01:06:12.000Z,positif,simpatika manusia guru madrasah lalai alfa honor zonk sungguh nggak toleransi simpatika kemenag gurumadrasah
twitter,Guru besar lalai buat kerja ni...,2025-03-15T00:21:08.000Z,positif,guru lalai kerja ni
twitter,"K3banhakan guru lps tanggung jawab bro, contohnya kasus siswa tenggelam di parangtritis gurunya lalai. Lbh baik study tour tdk ke tempat2 yg berbahaya bg keselamatan siswa.",2025-03-14T05:57:25.000Z,positif,kbanhakan guru lps tanggung bro contoh siswa tenggelam parangtritis guru lalai lbh study tour tdk yg bahaya bg selamat siswa
twitter,"Pemerintah bisa gak sih bikin gaji guru minimal UMR? 
Buat mobil pejabat bisa ratusan juta sampai milyaran tapi gaji guru 300 rb? 
Bukti negara lalai, pejabat rakus & gak tau diri.",2025-03-08T14:10:57.000Z,positif,perintah gak sih bikin gaji guru minimal umr mobil jabat ratus juta milyaran gaji guru rb bukti negara lalai jabat rakus gak tau
twitter,"Gak cuma ini sih ka, mungkin khawatir mereka lalai melakukan ibadah krn keasikan dengerin musik ka. Kalo kata guru ngaji aku sih begitu",2025-02-24T03:11:41.000Z,positif,gak sih ka khawatir lalai ibadah krn asi dengerin musik ka kalo guru ngaji sih
twitter,"Cc. 
@Abe_Mukti
 @humas_jogja
 Mohon atensinya, pihak sekolah dan guru pembimbing lalai. Ngga usah nunggu pelajar di atas truk jatuh & meninggal, investigasi dan beri sanksi pada guru & sekolah.",2025-02-23T11:40:21.000Z,positif,cc abemukti humasjogja mohon atensi sekolah guru bimbing lalai ngga nunggu ajar truk jatuh tinggal investigasi sanksi guru sekolah
twitter,"Memang apa aturannya?
Guri tidak boleh berkarya di bidang lain?
Itu guru guru yg lalai input data sehingga habisa ikut snbp bagaiman?
Guru guru yg buka les lesan gimana?
Berkarya di bidang lain kok dibilang ga mengikuti aturan",2025-02-23T11:18:11.000Z,positif,atur guri karya bidang guru guru yg lalai input data habisa snbp bagaiman guru guru yg buka les lesan gimana karya bidang bilang ga ikut atur
twitter,"Usut tuntas guru penanggung jawabnya , koq bisa-bisanya abai dan lalai, padahal sebelum pentas ada proses latihan dan persiapan, jadi seharusnya bisa diawasi, diingatkan dan di antisipasi sejak awal ",2025-02-23T10:08:57.000Z,positif,usut tuntas guru tanggung koq bisabisanya abai lalai pentas proses latih siap awas antisipasi
twitter,"Entahlah, harusnya sih gak kenapa"" ya karena masih bisa ikut sbmptn, kecuali kalo siswa nya nolak undangan snmptn, atau guru bk nya yang lalai ngurus administrasi",2025-02-23T04:52:49.000Z,positif,sih gak ya sbmptn kecuali kalo siswa nya nolak undang snmptn guru bk nya lalai ngurus administrasi
twitter,"Pemulihan Nama Baik TIDAK ADA. NEGARA SUDAH LALAI 
PEMBIARAN akan nasib pemecatan dari guru SD
@prabowo
 @gibran_tweet
 @setkabgoid
 @PolkamRI
 @ListyoSigitP
 @Divpropam
 @kompolnas_ri
 @poldajateng_
 @OmbudsmanRI137
 @KomnasHAM
 @DPR_RI
#KamiBersamaSukatani",2025-02-23T00:54:54.000Z,netral,pulih nama negara lalai biar nasib pecat guru sd prabowo gibrantweet setkabgoid polkamri listyosigitp divpropam kompolnasri poldajateng ombudsmanri komnasham dprri kamibersamasukatani
twitter,"Guru nya lalai ga punya sense of responsibility, tarik udah ke penjara",2025-02-22T07:05:20.000Z,positif,guru nya lalai ga sense of responsibility tarik udah penjara
twitter,"Perbasi pake acara intimidasi untuk take down vid dgn alasan pencemaram nama baik sungguh bangsat. Perbasi lalai dalam pembinaan, lalai memegang teguh pada prinsip kompetisi olahraga yaitu sportifitas. Guru olahraga atau coach nya juga bangsat",2025-02-21T03:19:19.000Z,positif,basi pake acara intimidasi take down vid dgn alas caram nama sungguh bangsat basi lalai bina lalai pegang teguh prinsip kompetisi olahraga sportifitas guru olahraga coach nya bangsat
twitter,"terima kasih kepada semua master dan guru yang udah kerja keras di Rotasi. terima kasih juga kepada teman teman tim perlengkapan yang kerenn, tanpa bantuan kalian apalag aku ini. maaf kalau masih suka lalai  selamatt istirahaatt semoga ketemu lagi di rotasi tahun depan",2025-02-20T15:47:39.000Z,negatif,terima kasih master guru udah kerja keras rotasi terima kasih teman teman tim lengkap kerenn bantu apalag maaf suka lalai selamatt istirahaatt moga ketemu rotasi
twitter,"Pertahankan itu, aku pernah dengar dari guru agamaku. Manusia dilahirkan kedunia dengan perjanjian.Walau masih banyak lalai. Aku juga banyak lalainya, apalagi kalo lagi kerja.ngebathin aja
Ya allah maaf terus maaf, kayak gak tenang gitu",2025-02-20T14:51:19.000Z,positif,tahan dengar guru agama manusia lahir dunia perjanjianwalau lalai lalai kalo kerjangebathin aja ya allah maaf maaf kayak gak tenang gitu
twitter,"Lagi musim demo” siswa vs guru di sekolah. Yang viral” emang jelas perkaranya kyk korupsi, guru lalai. Tapi karena banyaknya berita” demo itu somehow jd spt influencing sekolah lain untuk demo juga OVER PERKARA KECIL. Ntah cuma ngancem doang buat demo atau apa tp kata gua ga bgt",2025-02-20T12:02:24.000Z,positif,musim demo siswa vs guru sekolah viral emang perkara kyk korupsi guru lalai banyak berita demo somehow jd spt influencing sekolah demo over perkara ntah ngancem doang demo tp gua ga bgt
twitter,Momen ini mungkin bisa dimanfaatkan untuk menyeleksi semua guru dan kepala sekolah. Mereka yg lalai dan mengakibatkan Siswa/Siswi ini gagal mengikuti SNBP sebaiknya diberi cap tidak layak pakai dan direkomendasikan untuk pensiun/dipecat.,2025-02-13T16:14:33.000Z,positif,momen manfaat seleksi guru kepala sekolah yg lalai akibat siswasiswi gagal ikut snbp cap layak pakai rekomendasi pensiundipecat
twitter,"Negara lain mencetak para generasi muda menjadi ilmuan dan guru besar dimasa depan, indonesia sudah dikuasai 8 presiden masih saja rebutan kekuasaan sampai lalai kekayaan negara dikuasai asing. Bener apa kata gusdur ""BANGSA INI PENAKUT TIDAK MAU BERTINDAK KEPADA SALAH"".",2025-02-12T07:36:18.000Z,positif,negara cetak generasi muda ilmu guru masa indonesia asai presiden rebut kuasa lalai kaya negara asai asing bener gusdur bangsa takut tindak salah
twitter,tmn gw kasian deh gabisa ikut snbp grgr pas ngeinput pdss nama dia ga sengaja ke hapus... lalai bgt guru disekolah gw (yg ngelakuin bukan guru bk),2025-02-11T14:34:12.000Z,positif,tmn gw kasi deh gabisa snbp grgr pas ngeinput pdss nama ga sengaja hapus lalai bgt guru seko gw yg ngelakuin guru bk
twitter,tau ngga si yang guru lalai sampe anak muridnya ngga bisa ikut snbt? gurunya sampe di anjing anjingin gitu tau... do you think they deserve to be cursed at like that?,2025-02-10T11:51:43.000Z,positif,tau ngga si guru lalai sampe anak murid ngga snbt guru sampe anjing anjingin gitu tau do you think they deserve to be cursed at like that
twitter,"- Tindak tegas sekolah dan atau guru yg lalai. Ga usah coba meredakan kekecewaan siswa dan org tua dengan ""udah takdir"" atau ""nanti ada hikmahnya"".

Yg harus dapet hikmahnya mah guru dan pemerintah supaya kerja baleg anying",2025-02-10T09:35:58.000Z,positif,tindak sekolah guru yg lalai ga coba reda kecewa siswa org tua udah takdir hikmah yg dapet hikmah mah guru perintah kerja baleg anying
twitter,"Harusnya bisa dibuat novel dark academia ala"" dengan promt ini, guru lalai imput data terus ternyata kecelakaan sampe akhirnya meninggal. Ada siswa enggak terima sampe dikejar ke 'alam lain' pake kekuatan black magic minta pertanggungjawaban",2025-02-10T07:45:49.000Z,positif,novel dark academia ala promt guru lalai imput data celaka sampe tinggal siswa terima sampe kejar alam pake kuat black magic pertanggungjawaban
twitter,"ga ada hubungannya dengan program baru makan siang gratis

terlalu prematur anda membawa makan gratis ke etos kerja guru yg lalai",2025-02-10T06:55:53.000Z,positif,ga hubung program makan siang gratis prematur bawa makan gratis etos kerja guru yg lalai
twitter,"guru yg lalai sistem yg di evaluasi, aneh juga",2025-02-10T05:05:38.000Z,positif,guru yg lalai sistem yg evaluasi aneh
twitter,"Guru negeri lagi guru negeri lagi..
Gaji udah gede plus tunjangan masih aja malas..

Masih ada yg ngomong gaji dan tugas gk seimbang?
Coba cek gaji guru p3k plus tunjangannya aja udh wow.. masuk cuma sampe siang (tergantung sekolah)..

Udh enak msh aja lalai",2025-02-09T19:12:50.000Z,positif,guru negeri guru negeri gaji udah gede plus tunjang aja malas yg ngomong gaji tugas gk imbang coba cek gaji guru pk plus tunjang aja udh wow masuk sampe siang gantung sekolah udh enak msh aja lalai
twitter,"POTRET SISWA INDO VS SISWA CHINA
Memalukan banget
Tp gabisa jg nyalahin mrk aja Krn lihatlah...byk jg guru demen ber TIKTOKAN smpe ada yg lalai finalisasi data di PDSS smpe byk siswa eligible gagal ikut SNBP 
@Kemdikdasmen",2025-02-09T14:01:04.000Z,positif,potret siswa indo vs siswa china malu banget tp gabisa jg nyalahin mrk aja krn lihatlahbyk jg guru demen ber tiktokan smpe yg lalai final data pdss smpe byk siswa eligible gagal snbp kemdikdasmen
twitter,"setuju banget kasih sanksi bukan evaluasi, guru lalai di evaluasi cuman buang waktu",2025-02-09T08:28:40.000Z,positif,tuju banget kasih sanksi evaluasi guru lalai evaluasi cuman buang
twitter,"ga usah jauh jauh deh kak, liat tuh perawat, sama sama profesi kek guru tapi gajinya miris di bawah umr padahal kuliahnya mahal 11 12 sama kedokteran. terus perawat ga pernah sama sekali ninggalin jam kerja kaya guru, karena sekali kita lalai nyawa melayang",2025-02-09T07:11:35.000Z,positif,ga deh kak liat tuh awat profesi kek guru gaji miris umr kuliah mahal dokter awat ga ninggalin jam kerja kaya guru lalai nyawa layang
twitter,"1. ""Setiap permasalahan ...... penanggungjawab.""
Oke bener. Tapi penanggung jawabnya apakah gen z? Knp gen z dibawa dlm mslh ini?
2. Oke inti yg mau disampaiin ""Guru lalai ... sosmed."" Tau dari mana dia lalai krn sosmed? Pertanyaan sekali lagi. Kenapa gen z dibawa dlm mslh ini?",2025-02-09T06:35:33.000Z,positif,masalah penanggungjawab oke bener tanggung gen z knp gen z bawa dlm mslh oke inti yg disampaiin guru lalai sosmed tau lalai krn sosmed gen z bawa dlm mslh
twitter,"mau nyalahin guru sekarang yg kesannya lalai ma tugasnya, disalahin sepenuhnya jg keknya gabisa krn guru sekarang dibikin sibuk input data ini-itu di web buat laporan ke dinas, pokoknya banyak yg kudu diinput, kek direpotin bgt ama dinas, gue liat ibu kek gtu aja udh capek.",2025-02-09T05:10:05.000Z,positif,nyalahin guru yg kesan lalai ma tugas disalahin sepenuh jg kek gabisa krn guru bikin sibuk input data iniitu web lapor dinas pokok yg kudu diinput kek direpotin bgt ama dinas gue liat kek gtu aja udh capek
twitter,Ini nih. Calon calon guru bk lalai yang telat daftarin nilai siswa jadi gabisa ikut snbp tapi pas diprotes malah tanya balik siapa yang menciptakan banjir alias GA MASOK BLAS UTEKKE.,2025-02-09T05:02:23.000Z,positif,nih calon calon guru bk lalai telat daftarin nilai siswa gabisa snbp pas protes cipta banjir alias ga masok blas utekke
twitter,"Kasih enak dikit langsung lalai,guru kocak",2025-02-09T04:20:14.000Z,negatif,kasih enak dikit langsung lalaiguru kocak
twitter,"Beberapa Minggu lalu rame guru di pukulin murid. gak lama rame lagi guru lalai dalam memfasilitasi siswa untuk SNBP. Makin lama pendidikan formal via sekolah gak relevan lagi kalo kayak gini, karena output nya cuma Human eror antara guru dan murid.",2025-02-09T03:48:51.000Z,positif,minggu rame guru pukulin murid gak rame guru lalai fasilitas siswa snbp didik formal via sekolah gak relevan kalo kayak gin output nya human eror guru murid
twitter,Masak bisa gara gara guru lalai? Kalau di swasta kasus begini pasti minimal ada yang dipecat,2025-02-09T03:30:04.000Z,positif,masak gara gara guru lalai swasta minimal pecat
twitter,"Kok bisa lalai ngapain aja, apa jgn2 asik2 indehoi sampe lupa sama kewajiban. Pecat aja guru model begini",2025-02-09T03:09:35.000Z,positif,lalai ngapain aja jgn asik indehoi sampe lupa wajib pecat aja guru model
twitter,tiap taun ada aja guru guru yg lalai sama snbp knp ya ga dijadiin pelajaran dr tahun ke tahun hadehh,2025-02-09T03:04:01.000Z,positif,taun aja guru guru yg lalai snbp knp ya ga dijadiin ajar dr hadehh
twitter,"Stay in the topic please, guru lalai malah pembahasan jd merembet bawa kemana2.",2025-02-09T03:01:09.000Z,positif,stay in the topic please guru lalai bahas jd rembet bawa mana
twitter,"I feel it... Rasanya belajar dari kelas 1 dan berprestasi (ranking ga pernah kluar dari top 3, dan menang lomba²) sia² krn oknum guru yg lalai dgn tanggung jawabnya

Aku & temen2 gagal SNMPTN jalur undangan. Sedih, kesel, sakit hati rasanya kek dikhianati sekolah sendiri",2025-02-09T02:53:54.000Z,positif,i feel it ajar kelas prestasi ranking ga kluar top menang lomba sia krn oknum guru yg lalai dgn tanggung temen gagal snmptn jalur undang sedih kesel sakit hati kek khianat sekolah
twitter,yaAllah banyak bgt guru yg lalai perihal spmb ini. kasian muridnya cari kuliah susah juga lo,2025-02-09T02:18:00.000Z,positif,yaallah bgt guru yg lalai perihal spmb kasi murid cari kuliah susah lo
twitter,"Dari semua guru yang ada di Indonesia, cuma guru ini yang lalai akan tugasnya , dari dinas pendidikan sudah di kasih imbauan beberapa kali, ini emang lalai dari gurunya. Dan Lo seakan mengatakan bahwa di Indonesia minim guru ? Terus guru honorer gimana bro  yang berjuang.",2025-02-09T02:11:49.000Z,positif,guru indonesia guru lalai tugas dinas didik kasih imbau kali emang lalai guru lo akan indonesia minim guru guru honorer gimana bro juang
twitter,"klo dari sudut pandang guru yg alhamdulillah ‘on time’ dan transparan dalam pengisian pdss siswa sebenernya ada beberapa hal yg mungkin jd penyebab knp guru di sekolah2 tsb bisa lalai, tapi nasi sudah jadi bubur masyarakat udh gak mau denger alasannya, wios guru anu lepat",2025-02-09T01:25:18.000Z,positif,klo sudut pandang guru yg alhamdulillah on time transparan isi pdss siswa sebenernya yg jd sebab knp guru sekolah tsb lalai nasi bubur masyarakat udh gak denger alas wios guru anu lepat
twitter,"Kepala daerah dan dinas pendidikan ikut lalai dan perlu di tegur Kemendagri....

Pasalnya 
Dinas pendidikan selalu kordinasi dengan kepsek sedaerah

Lucu kesalahan ditangan guru,
Biasanya juga 
Kepala sekolah dan PKS paling bertanggung jawab dan operator",2025-02-09T01:08:29.000Z,positif,kepala daerah dinas didik lalai tegur kemendagri pasal dinas didik kordinasi kepsek daerah lucu salah tang guru kepala sekolah pks tanggung operator
twitter,"HARUSNYA ADA YG BERANI MEMPIDANAKAN GURU DAN TENAGA KEPENDIDIKAN YG LALAI SEPERTI INI. KARENA MENGHAMBAT MASA DEPAN GENERASI. 
@KejaksaanRI
 @bpkri
 @KPK_RI
 AUDIT PEMAKAIAN DANA BOS NYA, TERMASUK PUNGUTAN YG LAIN. 
@SahabatPblingga
 @Jateng_Twit
 @humasjateng
 @jaksapedia
 @provjateng",2025-02-09T00:39:21.000Z,positif,yg berani pidana guru tenaga didik yg lalai hambat generasi kejaksaanri bpkri kpkri audit pakai dana bos nya pungut yg sahabatpblingga jatengtwit humasjateng jaksapedia provjateng
twitter,"Ternyata sebanyak ini yg lalai..
Ini guru-gurunya sibuk ngonten semua apa ada alasan lain?",2025-02-09T00:36:29.000Z,positif,yg lalai gurugurunya sibuk ngonten alas
twitter,"Lalai isi data PDSS utk anak didiknya, tapi rajin posting di medsos.. ini guru-guru kok jadi kacau balau kelakuannya?.. ",2025-02-08T23:51:07.000Z,positif,lalai isi data pdss utk anak didik rajin posting medsos guruguru kacau balau laku
twitter,"dari jaman gue masih sklh sampe skrg gak berubah, dulu gue jg sempet berharap kuliah jalur prestasi, tp karna satu guru yg katanya “lupa” alias lalai, jadi satu angkatan gagal, sampe skrg udah 4tahun lebih masih kaya gini aja guru2, heran..",2025-02-08T22:59:43.000Z,positif,jaman gue sklh sampe skrg gak ubah gue jg sempet harap kuliah jalur prestasi tp karna guru yg lupa alias lalai angkat gagal sampe skrg udah kaya gin aja guru heran
twitter,"Kok lagi banyak sih kasus kaya gini , oknum guru nya kemana, lalai kah? Kasihan loh adek adek kita yang udah berjuang dari kelas 1-3 mempertahankan nilai , ikut lomba sana sini , kalian kemana oknum guru hey ???",2025-02-08T22:53:49.000Z,positif,sih kaya gin oknum guru nya mana lalai kah kasihan loh adek adek udah juang kelas tahan nilai lomba mana oknum guru hey
twitter,"Kalau sampai lalai submit, patut dipertanyakan apakah mereka memang guru atau cuman pekerja yg dibayar untuk mengajar.",2025-02-08T12:34:30.000Z,positif,lalai submit patut guru cuman kerja yg bayar ajar
twitter,"Melihat guru"" lalai ini aku pengen jadi guru+admin sekolah, tapi ga kuat sama drama internal antar guru, bikin trauma.",2025-02-08T11:53:30.000Z,positif,guru lalai ken guruadmin sekolah ga kuat drama internal guru bikin trauma
twitter,"Bingung dengan banyaknya kisah guru dan kepsek LALAI  yg bikin murid2nya ga bisa ikut jalur undangan

Kenapa di tahun ini baru heboh?
Padahal orang2nya ga ada yg berubah kan harusnya?
Caranya juga tiap tahun sama.

Kenapa tahun ini inkompetensinya nular dari atas sampe bawah?",2025-02-08T10:49:45.000Z,positif,bingung banyak kisah guru kepsek lalai yg bikin murid ga jalur undang heboh orang ga yg ubah inkompetensinya nular sampe
twitter,"Tauuu gua gaji guru ga banyakk, cuma ya resiko kerja buu ituu, semua pekerjaan beresiko, bahkan tukang es pun kalau lalai juga masalah buu",2025-02-08T10:29:33.000Z,positif,tauuu gua gaji guru ga banyakk ya resiko kerja buu ituu kerja resiko tukang es lalai buu
twitter,Kalo boomers bisanya apa tu om? Nyalahin banjir yak kayak guru boomers yang lalai masukin data siswa itu ya.,2025-02-08T10:05:22.000Z,positif,kalo boomers bisa tu om nyalahin banjir yak kayak guru boomers lalai masukin data siswa ya
twitter,"guru bk nya itu kakaknya temen gw makanya gw tau bgt itu guru bk nya difitnah sama bu evi kontol

dan akhirnya guru bknya dipecat gara gara lalai input data sekolah padahal gw tau bgt yg tugasnya nginput itu BU EVI KONTOL BESERTA JAJARANNYA",2025-02-08T08:47:07.000Z,positif,guru bk nya kakak temen gw gw tau bgt guru bk nya fitnah bu evi kontol guru bknya pecat gara gara lalai input data sekolah gw tau bgt yg tugas nginput bu evi kontol serta jajar
twitter,"Harus ditelusuri lebih jauh akar masalahnya sih, apakah sistemnya yang salah? Man power guru yang kurang? Pemahaman guru nya yang kurang? Alasan lalai ini ga bisa ditoleransi, apalagi menyangkut masa depan anak bangsa. Harus ada perbaikan, harus ada yang resah dlm masalah ini",2025-02-08T08:41:36.000Z,positif,telusur akar sih sistem salah man power guru paham guru nya alas lalai ga toleransi anak bangsa baik resah dlm
twitter,"pecatin aja itu guru"" lalai SNBP
ngentttt",2025-02-08T07:11:07.000Z,positif,pecatin aja guru lalai snbp ngentttt
twitter,"Ini kegagalan sekolah dan sistemnya.
Ini sudah masalah administrasi dan pelanggaran hukum perdata. Bukan lagi hubungan guru-murid, tapi ttg administrasi sekolah yg lalai kepada hak2 peserta didik.
Karna lewat jalur lainpun belum tentu mereka bisa lolos keterima PT yg diminati.",2025-02-08T06:39:50.000Z,positif,gagal sekolah sistem administrasi langgar hukum perdata hubung gurumurid ttg administrasi sekolah yg lalai hak serta didik karna jalur lain lolos terima pt yg mati
twitter,"Saudara saya yang pekerjaan guru tiap update status wa cuma pada makan rame2, ngerujak terus tiktokan wkwkkwkekw. Mungkin itu penyebab jadi lalai",2025-02-08T03:59:15.000Z,positif,saudara kerja guru update status wa makan rame ngerujak tiktokan wkwkkwkekw sebab lalai
twitter,"BACA!!! JANGAN DIABAIKAN.

Guru punya tanggung jawab. Pas sekolah mereka mengiming-iming snmptn agar siswa/siswi semangat. Giliran nilainya bagus, mereka lalai. Tau gak kalau beberapa orang ngincer snmptn karena pengen sekolah tanpa banyak biaya (gak memberatkan ortu)",2025-02-08T03:56:42.000Z,positif,baca abai guru tanggung pas sekolah mengimingiming snmptn siswasiswi semangat gilir nilai bagus lalai tau gak orang ngincer snmptn ken sekolah biaya gak berat ortu
twitter,"MINIMAL MIKIR. 3 tahun sekolah biar nilai bagus dengan harapan bisa masuk lewat jalur snm malah karena guru LALAI jadi imbasnya ke murid gak bisa daftar. Dipikir gw dulu cm pasrah apa ya. Test sbm 2 kali, ketolak. Daftar mandiri sampe 3 kali di kampus yang berbeda ",2025-02-08T03:47:41.000Z,positif,minimal mikir sekolah biar nilai bagus harap masuk jalur snm guru lalai imbas murid gak daftar pikir gw cm pasrah ya test sbm kali tolak daftar mandiri sampe kali kampus beda
twitter,"Guru yg waras juga bakal kontra kok sama guru yang lalai itu. Mereka paham betul itu hak siswa, dan ngga bisa diremehkan meski ada jalur seleksi lain. Guru yg dulu masuk kuliahnya pakai seleksi nilai SMA ini juga banyak, jadi lebih tahu rasanya jadi siswa tsb",2025-02-08T03:45:38.000Z,negatif,guru yg waras kontra guru lalai paham hak siswa ngga remeh jalur seleksi guru yg masuk kuliah pakai seleksi nilai sma siswa tsb
twitter,"gw emosi ngeliat anak"" sma yg ga berkesempatan masuk snbp karena guru nya yg lalai, itu guru"" klo ga biayain murid""nya buat les snbt buat gantiin kebangetan sih",2025-02-08T03:40:29.000Z,positif,gw emosi ngeliat anak sma yg ga sempat masuk snbp guru nya yg lalai guru klo ga biayain murid les snbt gantiin banget sih
twitter,"Klo dpikir2 sptnya ad yg salah dg sistemnya. Bnyak sekolah yg bsa dianggep lalai gt. Halo 
@Kemdikdasmen
 ga mgkin lah smua kslahan dbebanin k guru d sekolah. Aplg mreka dah dpet tmbahan tugas bgiin MBG kan.",2025-02-08T03:37:48.000Z,positif,klo dpikir sptnya ad yg salah dg sistem bnyak sekolah yg bsa dianggep lalai gt halo kemdikdasmen ga mgkin smua kslahan dbebanin k guru d sekolah aplg mreka dah dpet tmbahan tugas bgiin mbg
twitter,"Apa yg di harapkan dari lonte nyamar jadi guru joged² lalai dari tanggung jawab 

imagine lupa input data pasien dan pasien nya ga tertangani dan meninggal semua",2025-02-08T03:32:00.000Z,positif,yg harap lonte nyamar guru joged lalai tanggung imagine lupa input data pasien pasien nya ga tangan tinggal
twitter,"lu ga pernah skolah apa gmn? wajar lah marah krn murid ngusahain selama 3 tahun belajar buat ningkatin nilai nya dan itu ga gampang bro, mereka punya hak buat masuk di peluang itu, udh jelas guru nya lalai dan lo bilang di pihak guru? lu tolol brti",2025-02-08T03:28:40.000Z,positif,lu ga skolah gmn wajar marah krn murid ngusahain ajar ningkatin nilai nya ga gampang bro hak masuk peluang udh guru nya lalai lo bilang guru lu tolol brti
twitter,"Kirain cuma satu sekolah, ternyata banyak toh sekolah yg lalai administrasi. Dikira murid ga capek dan stress harus belajar lagi buat tes bpk/ibu guru?",2025-02-08T02:45:55.000Z,positif,kirain sekolah sekolah yg lalai administrasi murid ga capek stress ajar tes bpkibu guru
twitter,dih? kalau gua jadi guru ya pasti ga bakal lalai kaya gini! tolol lu,2025-02-08T02:28:05.000Z,positif,dih gua guru ya ga lalai kaya gin tolol lu
twitter,huapakah ini salah satu akun guru yg lalai itu ,2025-02-08T02:20:31.000Z,positif,huapakah salah akun guru yg lalai
twitter,"Guru-guru : ""dasar genjet nih pemalas, klo kami lalai ya kalian inisatif sendiri dong daftar. Kami ini suci ga tercela, ngomongnya kok ga dijaga? Ditanya ibu kota Brazil aja jawabnya Santos kalian, harusnya kan Flamengo!""",2025-02-08T01:27:53.000Z,positif,guruguru dasar genjet nih malas klo lalai ya inisatif daftar suci ga cela ngomongnya ga jaga kota brazil aja santos flamengo
twitter,"Peserta didik tak boleh lalai kerjakan Tugas, atribut sekolah, 3 tahun berjuang untuk eligible...

Kemudian Guru, Kepala sekolah Lalai input SNBP...

Mundur jadi guru dan Kepala sekolah.
Joget joget di tiktok saja Kelen !!!",2025-02-08T01:24:47.000Z,positif,serta didik lalai kerja tugas atribut sekolah juang eligible guru kepala sekolah lalai input snbp mundur guru kepala sekolah joget joget tiktok kelen
twitter,"Kalo menurut saya, guru ini bukan lalai. Tapi pemalas dan tidak profesional.
Ga ada orang lupa akan sesuatu pekerjaan yg banyak, njelimet dan menyangkut kepentingan besar. Pasti ini awal mula nya si guru nunda2 kerjaan.. akhirnya mepet waktunya. Akhirnya begitu deh",2025-02-08T00:45:22.000Z,positif,kalo guru lalai malas profesional ga orang lupa kerja yg njelimet penting nya si guru nunda kerja mepet deh
twitter,"Wah, ini kalo serempak pada ga masukkin data siswa siswinya saya patut curiga sih 

Pake ngancem segala tu guru 
Yang lalai kalian weeii",2025-02-08T00:28:30.000Z,positif,kalo serempak ga masukkin data siswa siswi patut curiga sih pake ngancem tu guru lalai weeii
twitter,"Kejadiannya di Mempawah, Kalimantan barat. Klo di swasta, guru yg lalai mendaftarkan tsb, pasti dipecat. Tapi ini ASN, aturannya belibet utk sampai ke pemecatan. Jadi org tidak takut berbuat salah.",2025-02-07T10:11:20.000Z,negatif,jadi mempawah kalimantan barat klo swasta guru yg lalai daftar tsb pecat asn atur belibet utk pecat org takut buat salah
